contrato;obra;sequencia_do_trecho;rodovia;descricao_rodovia;descricao_trecho;km_inicial;km_final
PRC-22.023/2018-C;Obra 1;8;MG440 ;CACHOEIRA DO CAMPO (BR356)-MG030;;1,0;15,2
PRC-22.023/2018-C;Obra 1;9;MG442 ;BELO VALE-BR040;;0,0;22,5
PRC-22.023/2018-C;Obra 1;10;MG010 ;BELO HORIZONTE-VESPASIANO-LAGOA SANTA-CONCEIÇÃO DO MATO DENTRO-SERRO-SERRA AZUL DE MINASRIO VERMELHO;;12,4;31,3
PRC-22.023/2018-C;Obra 1;11;MG010 ;BELO HORIZONTE-VESPASIANO-LAGOA SANTA-CONCEIÇÃO DO MATO DENTRO-SERRO-SERRA AZUL DE MINASRIO VERMELHO;;46,2;99,7
PRC-22.023/2018-C;Obra 1;12;MG020 ;BELO HORIZONTE-SANTA LUZIA-JABUTICATUBAS;;11,0;16,0
PRC-22.023/2018-C;Obra 1;13;MG020 ;BELO HORIZONTE-SANTA LUZIA-JABUTICATUBAS;;36,1;63,2
PRC-22.023/2018-C;Obra 1;14;MG030 ;BELO HORIZONTE-NOVA LIMA-ITABIRITO-ENGENHEIRO CORREIA-BARBACENA;;13,4;18,9
PRC-22.023/2018-C;Obra 1;15;MG040 ;BELO HORIZONTE-BRUMADINHO-BONFIM-CRUCILANDIA-ITAGUARA;;18,5;21,1
PRC-22.023/2018-C;Obra 1;16;MG050 ;BETIM-DIVINÓPOLIS-FORMIGA-PASSOS-SÃO SEBASTIÃO DO PARAÍSO;;34,8;49,6
PRC-22.023/2018-C;Obra 1;17;MG060 ;VIANÓPOLIS-ESMERALDAS-POMPEU-ABAETÉ-SÃO G ABAETÉ-BR365;;40,5;62,8
PRC-22.023/2018-C;Obra 1;18;MG238 ;MARAVILHAS-INHAÚMA-SETE LAGOAS-JEQUITIBÁ;;1,4;32,6
PRC-22.023/2018-C;Obra 1;19;LMG800;ENTR MG010-AEROPORTO DE CONFINS-ENTR MG424;;0,0;3,9
PRC-22.023/2018-C;Obra 1;20;LMG806;JUSTINÓPOLIS-RIBEIRÃO DAS NEVES-ENTR BR040;;1,3;8,9
PRC-22.023/2018-C;Obra 1;21;LMG807;JEQUITIBÁ-SANTANA DE PIRAPAMA-ENTR BR259 (P JUSCELINO);;0,0;38,0
PRC-22.023/2018-C;Obra 1;22;LMG808;CONTAGEM-NOVA CONTAGEM-ENTR MG432(CARACÓIS);;8,5;21,7
PRC-22.023/2018-C;Obra 1;23;LMG813;BRUMADINHO (PIEDADE DO PARAOPEBA) / ENTR BR040;;0,0;7,4
PRC-22.023/2018-C;Obra 1;24;LMG816;ENTR MG010(CARDEAL MOTA) - SANTANA DO RIACHO;;0,0;26,8
PRC-22.023/2018-C;Obra 1;25;LMG511;ENTR MG323 (P/ BALDIM) - RÓTULO - ENTR LMG816 (P/ SANTANA DO RIACHO);;0,0;1,0
PRC-22.023/2018-C;Obra 1;26;LMG512;CONTORNO NORTE LAGOA SANTA (ENTR LMG800 - AMG0115 - MG010);;0,0;11,2
PRC-22.023/2018-C;Obra 1;27;LMG825;ENTR BR040-MOEDA;;0,0;16,1
PRC-22.023/2018-C;Obra 1;28;LMG831;ENTR MG040 (BONFIM)-PIEDADE DOS GERAIS;;0,0;15,0
PRC-22.023/2018-C;Obra 1;29;LMG831;ENTR MG040 (BONFIM)-PIEDADE DOS GERAIS;;17,0;24,0
PRC-22.023/2018-C;Obra 1;30;LMG831;ENTR MG040 (BONFIM)-PIEDADE DOS GERAIS;;28,8;45,3
PRC-22.023/2018-C;Obra 1;31;MG238 ;MARAVILHAS-INHAÚMA-SETE LAGOAS-JEQUITIBÁ;;11,1;32,6
PRC-22.023/2018-C;Obra 1;32;MG155 ;BR381-BRUMADINHO-BELO VALE-SÃO BRÁS DO SUAÇUÍ;;71,3;80,3
PRC-22.023/2018-C;Obra 1;33;CMG356;BELO HORIZONTE-OURO PRETO-VIÇOSA-ERVÁLIA-MURIÉ-DIV MG/RJ;;2,2;8,0
PRC-22.023/2018-C;Obra 1;34;LMG853;CONTORNO DE SETE LAGOAS-ENTR BR040 A-ENTR BR040 B ;;0,0;3,3
PRC-22.023/2018-C;Obra 1;35;LMG875;ENTR BR040-INHOTIM (BRUMADINHO) ;;0,0;31,0
PRC-22.023/2018-C;Obra 1;36;AMG900;ACESSO;PRUDENTE DE MORAIS (CEMITÉRIO) - INÍCIO PERÍMETRO URBANO FUNILÂNDIA;1,0;15,8
PRC-22.023/2018-C;Obra 1;37;CMG262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;274,2;293,7
PRC-22.023/2018-C;Obra 1;38;AMG900;ACESSO;ENTR MG040 - ENTR  AV INHOTIM;0,0;2,9
PRC-22.023/2018-C;Obra 1;39;AMG900;ACESSO;ENTR MG010 (CAMPINHO)  - PORTARIA;0,0;5,8
PRC-22.023/2018-C;Obra 1;40;AMG900;ACESSO;ENTR BR381  - INÍCIO PERÍMETRO URBANO SANTA LUZIA (PORTAL);0,0;1,0
PRC-22.023/2018-C;Obra 1;41;AMG900;ACESSO;ENTR MG030  - RAPOSOS;0,0;6,2
PRC-22.023/2018-C;Obra 1;42;AMG900;ACESSO;ENTR BR381  - RIBEIRÃO SARZEDO;0,0;6,5
PRC-22.023/2018-C;Obra 1;43;AMG900;ACESSO;ENTR BR040  - SÃO SEBASTIÃO DAS ÁGUAS CLARAS;0,0;7,1
PRC-22.023/2018-C;Obra 1;44;AMG900;ACESSO;ENTR BR040  - PENITENCIÁRIA DE RIBEIRÃO DAS NEVES;0,0;4,9
PRC-22.023/2018-C;Obra 1;45;AMG900;ACESSO;ENTR MG424 (POSTO FISCAL PRUD. MORAIS) - CAPIM BRANCO;0,0;6,5
PRC-22.023/2018-C;Obra 1;46;AMG900;ACESSO;ENTR MG010  - CIMENTOS LIZ;0,0;2,0
PRC-22.023/2018-C;Obra 1;47;MG323 ;JEQUITIBÁ-BALDIM-MG010;;16,1;34,9
PRC-22.023/2018-C;Obra 1;48;MG323 ;JEQUITIBÁ-BALDIM-MG010;;16,1;34,9
PRC-22.023/2018-C;Obra 1;50;MG030 ;BELO HORIZONTE-NOVA LIMA-ITABIRITO-ENGENHEIRO CORREIA-BARBACENA;;24,78;38,5
PRC-22.023/2018-C;Obra 1;51;MG030 ;BELO HORIZONTE-NOVA LIMA-ITABIRITO-ENGENHEIRO CORREIA-BARBACENA;;42,0;60,7
PRC-22.023/2018-C;Obra 1;52;MG030 ;BELO HORIZONTE-NOVA LIMA-ITABIRITO-ENGENHEIRO CORREIA-BARBACENA;;70,1;82,6
PRC-22.023/2018-C;Obra 1;53;MG030 ;BELO HORIZONTE-NOVA LIMA-ITABIRITO-ENGENHEIRO CORREIA-BARBACENA;;83,7;106,5
PRC-22.023/2018-C;Obra 1;54;MG040 ;BELO HORIZONTE-BRUMADINHO-BONFIM-CRUCILANDIA-ITAGUARA;;33,4;37,0
PRC-22.023/2018-C;Obra 1;55;MG040 ;BELO HORIZONTE-BRUMADINHO-BONFIM-CRUCILANDIA-ITAGUARA;;43,4;52,6
PRC-22.023/2018-C;Obra 1;56;MG040 ;BELO HORIZONTE-BRUMADINHO-BONFIM-CRUCILANDIA-ITAGUARA;;55,7;82,0
PRC-22.023/2018-C;Obra 1;57;MG040 ;BELO HORIZONTE-BRUMADINHO-BONFIM-CRUCILANDIA-ITAGUARA;;84,3;98,2
PRC-22.023/2018-C;Obra 1;58;MG040 ;BELO HORIZONTE-BRUMADINHO-BONFIM-CRUCILANDIA-ITAGUARA;;100,6;114,1
PRC-22.023/2018-C;Obra 1;59;LMG800;ENTR MG010-AEROPORTO DE CONFINS-ENTR MG424;;10,1;15,6
PRC-22.023/2018-C;Obra 1;60;LMG806;JUSTINÓPOLIS-RIBEIRÃO DAS NEVES-ENTR BR040;;14,4;14,9
PRC-22.023/2018-C;Obra 1;61;LMG813;BRUMADINHO (PIEDADE DO PARAOPEBA) / ENTR BR040;;9,0;12,0
PRC-22.023/2018-C;Obra 1;62;LMG511;ENTR MG323 (P/ BALDIM) - RÓTULO - ENTR LMG816 (P/ SANTANA DO RIACHO);;2,2;38,1
PRC-22.023/2018-C;Obra 1;63;CMG262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;300,3;313,3
PRC-22.023/2018-D;Obra 1;1;MG323 ;JEQUITIBÁ-BALDIM-MG010;;0,0;15,4
PRC-22.023/2018-D;Obra 1;2;MG424 ;MG010-PEDRO LEOPOLDO-SETE LAGOAS (BR040);;0,0;24,2
PRC-22.023/2018-D;Obra 1;3;MG424 ;MG010-PEDRO LEOPOLDO-SETE LAGOAS (BR040);;30,2;41,0
PRC-22.023/2018-D;Obra 1;4;MG424 ;MG010-PEDRO LEOPOLDO-SETE LAGOAS (BR040);;44,0;49,0
PRC-22.023/2018-D;Obra 1;5;MG432 ;BR040-ESMERALDAS;;2,7;22,8
PRC-22.023/2018-D;Obra 1;6;MG433 ;SANTA LUZIA-MG010;;0,0;0,6
PRC-22.023/2018-D;Obra 1;7;MG437 ;NOVA LIMA-SABARÁ;;3,0;14,0
PRC-22.023/2018-D;Obra 1;8;MG440 ;CACHOEIRA DO CAMPO (BR356)-MG030;;1,0;15,2
PRC-22.023/2018-D;Obra 1;9;MG442 ;BELO VALE-BR040;;0,0;22,5
PRC-22.023/2018-D;Obra 1;10;MG010 ;BELO HORIZONTE-VESPASIANO-LAGOA SANTA-CONCEIÇÃO DO MATO DENTRO-SERRO-SERRA AZUL DE MINASRIO VERMELHO;;12,4;31,3
PRC-22.023/2018-D;Obra 1;11;MG010 ;BELO HORIZONTE-VESPASIANO-LAGOA SANTA-CONCEIÇÃO DO MATO DENTRO-SERRO-SERRA AZUL DE MINASRIO VERMELHO;;46,2;99,7
PRC-22.023/2018-D;Obra 1;12;MG020 ;BELO HORIZONTE-SANTA LUZIA-JABUTICATUBAS;;11,0;16,0
PRC-22.023/2018-D;Obra 1;13;MG020 ;BELO HORIZONTE-SANTA LUZIA-JABUTICATUBAS;;36,1;63,2
PRC-22.023/2018-D;Obra 1;14;MG030 ;BELO HORIZONTE-NOVA LIMA-ITABIRITO-ENGENHEIRO CORREIA-BARBACENA;;13,4;18,9
PRC-22.023/2018-D;Obra 1;15;MG040 ;BELO HORIZONTE-BRUMADINHO-BONFIM-CRUCILANDIA-ITAGUARA;;18,5;21,1
PRC-22.023/2018-D;Obra 1;16;MG050 ;BETIM-DIVINÓPOLIS-FORMIGA-PASSOS-SÃO SEBASTIÃO DO PARAÍSO;;34,8;49,6
PRC-22.023/2018-D;Obra 1;17;MG060 ;VIANÓPOLIS-ESMERALDAS-POMPEU-ABAETÉ-SÃO G ABAETÉ-BR365;;40,5;62,8
PRC-22.023/2018-D;Obra 1;18;MG238 ;MARAVILHAS-INHAÚMA-SETE LAGOAS-JEQUITIBÁ;;1,4;32,6
PRC-22.023/2018-D;Obra 1;19;LMG800;ENTR MG010-AEROPORTO DE CONFINS-ENTR MG424;;0,0;3,9
PRC-22.023/2018-D;Obra 1;20;LMG806;JUSTINÓPOLIS-RIBEIRÃO DAS NEVES-ENTR BR040;;1,3;8,9
PRC-22.023/2018-D;Obra 1;21;LMG807;JEQUITIBÁ-SANTANA DE PIRAPAMA-ENTR BR259 (P JUSCELINO);;0,0;38,0
